2024-03-09 22:45:34,974 INFO    StreamThr :18239 [internal.py:wandb_internal():86] W&B internal server running at pid: 18239, started at: 2024-03-09 22:45:34.973530
2024-03-09 22:45:34,975 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: status
2024-03-09 22:45:34,977 INFO    WriterThread:18239 [datastore.py:open_for_write():87] open: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/run-qoemcsah.wandb
2024-03-09 22:45:34,978 DEBUG   SenderThread:18239 [sender.py:send():378] send: header
2024-03-09 22:45:34,989 DEBUG   SenderThread:18239 [sender.py:send():378] send: run
2024-03-09 22:45:35,398 INFO    SenderThread:18239 [dir_watcher.py:__init__():211] watching files in: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files
2024-03-09 22:45:35,398 INFO    SenderThread:18239 [sender.py:_start_run_threads():1099] run started: qoemcsah with start time 1709991934.974297
2024-03-09 22:45:35,405 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: check_version
2024-03-09 22:45:35,405 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: check_version
2024-03-09 22:45:35,481 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: run_start
2024-03-09 22:45:35,486 DEBUG   HandlerThread:18239 [system_info.py:__init__():26] System info init
2024-03-09 22:45:35,486 DEBUG   HandlerThread:18239 [system_info.py:__init__():41] System info init done
2024-03-09 22:45:35,486 INFO    HandlerThread:18239 [system_monitor.py:start():194] Starting system monitor
2024-03-09 22:45:35,486 INFO    SystemMonitor:18239 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-09 22:45:35,486 INFO    HandlerThread:18239 [system_monitor.py:probe():214] Collecting system info
2024-03-09 22:45:35,487 INFO    SystemMonitor:18239 [interfaces.py:start():190] Started cpu monitoring
2024-03-09 22:45:35,487 DEBUG   HandlerThread:18239 [system_info.py:probe():150] Probing system
2024-03-09 22:45:35,487 INFO    SystemMonitor:18239 [interfaces.py:start():190] Started disk monitoring
2024-03-09 22:45:35,487 INFO    SystemMonitor:18239 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-09 22:45:35,489 INFO    SystemMonitor:18239 [interfaces.py:start():190] Started memory monitoring
2024-03-09 22:45:35,490 INFO    SystemMonitor:18239 [interfaces.py:start():190] Started network monitoring
2024-03-09 22:45:35,499 DEBUG   HandlerThread:18239 [system_info.py:_probe_git():135] Probing git
2024-03-09 22:45:35,515 DEBUG   HandlerThread:18239 [system_info.py:_probe_git():143] Probing git done
2024-03-09 22:45:35,515 DEBUG   HandlerThread:18239 [system_info.py:probe():198] Probing system done
2024-03-09 22:45:35,515 DEBUG   HandlerThread:18239 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-03-09T13:45:35.487242', 'startedAt': '2024-03-09T13:45:34.967191', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/sample.py', 'codePathLocal': 'sample.py', 'codePath': 'sample.py', 'git': {'remote': 'https://github.com/takumi0shibata/DVRL.git', 'commit': '468916e809d6e5eb6e4eb03d503c295247bc6752'}, 'email': 'shibata@ai.lab.uec.ac.jp', 'root': '/Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL', 'host': 'TakuminoMacBook-Air.local', 'username': 'takumishibata', 'executable': '/Users/takumishibata/.pyenv/versions/3.11.5/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 9.541656494140625}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-03-09 22:45:35,515 INFO    HandlerThread:18239 [system_monitor.py:probe():224] Finished collecting system info
2024-03-09 22:45:35,515 INFO    HandlerThread:18239 [system_monitor.py:probe():227] Publishing system info
2024-03-09 22:45:35,515 INFO    HandlerThread:18239 [system_monitor.py:probe():229] Finished publishing system info
2024-03-09 22:45:35,525 DEBUG   SenderThread:18239 [sender.py:send():378] send: files
2024-03-09 22:45:35,525 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-09 22:45:35,599 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: python_packages
2024-03-09 22:45:35,599 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: python_packages
2024-03-09 22:45:35,600 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: stop_status
2024-03-09 22:45:35,600 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-09 22:45:35,600 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: stop_status
2024-03-09 22:45:35,601 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,601 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,601 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,601 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,602 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,602 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,602 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,602 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: partial_history
2024-03-09 22:45:35,827 DEBUG   SenderThread:18239 [sender.py:send():378] send: telemetry
2024-03-09 22:45:35,827 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,827 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,827 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,828 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,828 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,828 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,828 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,828 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,829 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,829 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,830 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,830 DEBUG   SenderThread:18239 [sender.py:send():378] send: history
2024-03-09 22:45:35,830 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: summary_record
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,830 DEBUG   SenderThread:18239 [sender.py:send():378] send: telemetry
2024-03-09 22:45:35,830 DEBUG   SenderThread:18239 [sender.py:send():378] send: exit
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:send_exit():585] handling exit code: 0
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:send_exit():587] handling runtime: 0
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:send_exit():593] send defer
2024-03-09 22:45:35,830 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:35,830 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-09 22:45:35,830 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 0
2024-03-09 22:45:35,830 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 1
2024-03-09 22:45:35,830 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:35,830 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-09 22:45:35,831 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:35,831 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 1
2024-03-09 22:45:35,831 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 2
2024-03-09 22:45:35,831 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:35,831 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-09 22:45:35,831 INFO    HandlerThread:18239 [system_monitor.py:finish():203] Stopping system monitor
2024-03-09 22:45:35,831 DEBUG   SystemMonitor:18239 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-09 22:45:35,831 INFO    HandlerThread:18239 [interfaces.py:finish():202] Joined cpu monitor
2024-03-09 22:45:35,831 DEBUG   SystemMonitor:18239 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-09 22:45:35,831 INFO    HandlerThread:18239 [interfaces.py:finish():202] Joined disk monitor
2024-03-09 22:45:35,831 DEBUG   SystemMonitor:18239 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-09 22:45:36,097 INFO    HandlerThread:18239 [interfaces.py:finish():202] Joined gpuapple monitor
2024-03-09 22:45:36,097 INFO    HandlerThread:18239 [interfaces.py:finish():202] Joined memory monitor
2024-03-09 22:45:36,097 INFO    HandlerThread:18239 [interfaces.py:finish():202] Joined network monitor
2024-03-09 22:45:36,097 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,097 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 2
2024-03-09 22:45:36,097 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 3
2024-03-09 22:45:36,097 DEBUG   SenderThread:18239 [sender.py:send():378] send: telemetry
2024-03-09 22:45:36,097 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,097 DEBUG   SenderThread:18239 [sender.py:send():378] send: stats
2024-03-09 22:45:36,097 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 3
2024-03-09 22:45:36,097 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,097 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 3
2024-03-09 22:45:36,097 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 4
2024-03-09 22:45:36,097 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,097 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 4
2024-03-09 22:45:36,098 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,098 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 4
2024-03-09 22:45:36,098 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 5
2024-03-09 22:45:36,098 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,098 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 5
2024-03-09 22:45:36,098 DEBUG   SenderThread:18239 [sender.py:send():378] send: summary
2024-03-09 22:45:36,098 INFO    SenderThread:18239 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-09 22:45:36,098 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,098 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 5
2024-03-09 22:45:36,098 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 6
2024-03-09 22:45:36,098 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,098 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 6
2024-03-09 22:45:36,098 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,098 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 6
2024-03-09 22:45:36,099 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: status_report
2024-03-09 22:45:36,234 INFO    wandb-upload_0:18239 [upload_job.py:push():131] Uploaded file /var/folders/7j/d1bzg7hs3931c2d8kcrbhcl80000gn/T/tmphp9kog7gwandb/61m5l7f3-wandb-metadata.json
2024-03-09 22:45:36,263 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 7
2024-03-09 22:45:36,263 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,263 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 7
2024-03-09 22:45:36,263 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,263 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 7
2024-03-09 22:45:36,263 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 8
2024-03-09 22:45:36,263 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,263 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 8
2024-03-09 22:45:36,263 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:36,263 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 8
2024-03-09 22:45:36,263 INFO    SenderThread:18239 [job_builder.py:build():298] Attempting to build job artifact
2024-03-09 22:45:36,264 INFO    SenderThread:18239 [job_builder.py:_get_source_type():428] is repo sourced job
2024-03-09 22:45:36,277 INFO    SenderThread:18239 [job_builder.py:build():404] adding wandb-job metadata file
2024-03-09 22:45:36,278 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 9
2024-03-09 22:45:36,278 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:36,278 DEBUG   SenderThread:18239 [sender.py:send():378] send: artifact
2024-03-09 22:45:36,278 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 9
2024-03-09 22:45:36,405 INFO    Thread-12 :18239 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/config.yaml
2024-03-09 22:45:36,405 INFO    Thread-12 :18239 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/requirements.txt
2024-03-09 22:45:36,405 INFO    Thread-12 :18239 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/wandb-metadata.json
2024-03-09 22:45:36,406 INFO    Thread-12 :18239 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/wandb-summary.json
2024-03-09 22:45:36,606 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 22:45:38,213 INFO    wandb-upload_0:18239 [upload_job.py:push():89] Uploaded file /Users/takumishibata/Library/Application Support/wandb/artifacts/staging/tmp6arpfi8n
2024-03-09 22:45:38,717 INFO    wandb-upload_1:18239 [upload_job.py:push():89] Uploaded file /Users/takumishibata/Library/Application Support/wandb/artifacts/staging/tmp1trwh3z5
2024-03-09 22:45:39,759 INFO    SenderThread:18239 [sender.py:send_artifact():1443] sent artifact job-https___github.com_takumi0shibata_DVRL.git_sample.py - {'id': 'QXJ0aWZhY3Q6NzQ4ODEyNTQy', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE0NzE1MjMyNA==', 'latestArtifact': None}}
2024-03-09 22:45:39,759 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:39,759 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 9
2024-03-09 22:45:39,759 INFO    SenderThread:18239 [dir_watcher.py:finish():358] shutting down directory watcher
2024-03-09 22:45:40,423 INFO    SenderThread:18239 [dir_watcher.py:finish():388] scan: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files
2024-03-09 22:45:40,423 INFO    SenderThread:18239 [dir_watcher.py:finish():402] scan save: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/requirements.txt requirements.txt
2024-03-09 22:45:40,423 INFO    SenderThread:18239 [dir_watcher.py:finish():402] scan save: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/config.yaml config.yaml
2024-03-09 22:45:40,425 INFO    SenderThread:18239 [dir_watcher.py:finish():402] scan save: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/wandb-summary.json wandb-summary.json
2024-03-09 22:45:40,425 INFO    SenderThread:18239 [dir_watcher.py:finish():402] scan save: /Users/takumishibata/Library/CloudStorage/OneDrive-電気通信大学/src/DVRL/wandb/run-20240309_224534-qoemcsah/files/wandb-metadata.json wandb-metadata.json
2024-03-09 22:45:40,425 INFO    SenderThread:18239 [sender.py:transition_state():613] send defer: 10
2024-03-09 22:45:40,425 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: poll_exit
2024-03-09 22:45:40,425 DEBUG   HandlerThread:18239 [handler.py:handle_request():146] handle_request: defer
2024-03-09 22:45:40,428 INFO    HandlerThread:18239 [handler.py:handle_request_defer():172] handle defer: 10
2024-03-09 22:45:40,428 DEBUG   SenderThread:18239 [sender.py:send_request():405] send_request: defer
2024-03-09 22:45:40,428 INFO    SenderThread:18239 [sender.py:send_request_defer():609] handle sender defer: 10
2024-03-09 22:45:40,429 INFO    SenderThread:18239 [file_pusher.py:finish():172] shutting down file pusher
